Username,gender,Retweet Count,Follower Count,max_jaccard_score
aswanson,unknown,46,83,0.125
medinaluke,unknown,10,3992,0.0952
alexandramendez,unknown,32,9988,0.0909
perezamy,unknown,45,1553,0.125
kevin90,unknown,31,9077,0.0909
zboone,unknown,39,1543,0.1
danielkim,unknown,39,7941,0.1818
thompsonjon,unknown,79,3710,0.125
kevin33,unknown,45,8848,0.2
ychandler,unknown,67,3666,0.1154
tmoss,unknown,38,2789,0.0952
cjensen,unknown,54,4283,0.0909
veronica18,unknown,29,4293,0.1176
hobbsisaiah,unknown,80,456,0.2
tcochran,unknown,46,278,0.0714
jodi07,unknown,1,2894,0.08
johnyoung,unknown,73,2755,0.1111
vazquezandrew,unknown,97,8288,0.1053
qho,unknown,66,1311,0.1333
elainedavis,unknown,5,4260,0.1111
johnny59,unknown,44,4283,0.1
adriana67,unknown,20,32,0.0833
wlove,unknown,64,9518,0.125
mark51,unknown,6,5458,0.1818
lorrainejones,unknown,36,243,0.0952
ajohnson,unknown,64,3133,0.1364
ymichael,unknown,33,1641,0.0952
campbellrebecca,unknown,88,5859,0.0909
charlesmclean,unknown,56,7384,0.0833
bmorales,unknown,59,3667,0.125
jordankristen,unknown,15,5859,0.1538
david41,unknown,65,3319,0.125
hughesjonathan,unknown,5,47,0.1
heather63,unknown,30,9658,0.1333
ochoakirk,unknown,53,7739,0.1429
williamsonjohn,unknown,67,8527,0.1111
chentammy,unknown,52,3086,0.1
paullong,unknown,38,502,0.1333
heidi08,unknown,21,7556,0.1429
austin19,unknown,54,1475,0.125
dale36,unknown,59,6930,0.087
oliverjose,unknown,57,3726,0.1111
alishataylor,unknown,41,4468,0.1
christian91,unknown,93,8297,0.0741
brandon95,unknown,90,5968,0.1176
mariawhite,unknown,4,3433,0.1111
brandonhaynes,unknown,14,4840,0.1111
colecarrie,unknown,96,726,0.1
jbrady,unknown,29,2045,0.0909
mmartinez,unknown,16,7294,0.1176
tanya49,unknown,4,8321,0.0769
ralph45,unknown,92,667,0.0909
xsawyer,unknown,63,919,0.1304
sturner,unknown,94,4726,0.0714
deanmichael,unknown,41,2854,0.1111
rbecker,unknown,71,2745,0.2222
jpope,unknown,44,1001,0.1
adamspatricia,unknown,38,1004,0.1333
matthewsandrew,unknown,74,1913,0.08
thompsonwilliam,unknown,41,8732,0.1333
yferguson,unknown,62,4279,0.0769
keykenneth,unknown,74,2456,0.0909
denise00,unknown,16,8141,0.1538
watsonmark,unknown,28,5772,0.1111
kimberly23,unknown,28,3211,0.1429
daniel76,unknown,67,4760,0.1429
ryan72,unknown,94,4533,0.1111
bryan84,unknown,40,4515,0.1
raymond30,unknown,32,7434,0.1
monicayoung,unknown,44,6333,0.1111
leejennifer,unknown,28,4721,0.1429
colestephanie,unknown,61,8853,0.1176
brian14,unknown,25,4252,0.0769
vanessa15,unknown,64,676,0.1
davidaguirre,unknown,29,9217,0.1
kathleen60,unknown,53,9219,0.1875
dellis,unknown,35,3616,0.0833
joycejohn,unknown,46,6210,0.1111
leetyler,unknown,96,2958,0.1176
penningtoncarl,unknown,36,2760,0.1538
lawrencebrowning,unknown,57,3672,0.0952
joseph41,unknown,21,700,0.08
madison73,unknown,20,5411,0.125
scottmoody,unknown,94,618,0.1429
shernandez,unknown,32,2289,0.1111
vmoore,unknown,0,8428,0.0769
keithcruz,unknown,12,9297,0.087
middletonkevin,unknown,79,8007,0.0833
rodney64,unknown,25,9343,0.0714
flemingjenna,unknown,43,5876,0.0714
mckeenicholas,unknown,8,4264,0.1
ubarton,unknown,56,1401,0.125
harmondaniel,unknown,87,3157,0.1071
mark60,unknown,38,5518,0.1053
shane18,unknown,2,8931,0.1111
stanley63,unknown,65,5785,0.1333
howard83,unknown,84,6700,0.1
warnermichele,unknown,40,4221,0.1429
gvilla,unknown,52,2055,0.1
hardingbrian,unknown,30,9631,0.125
clarkrobert,unknown,39,1908,0.0909
brandismith,unknown,86,4902,0.1176
garciakatrina,unknown,53,144,0.1
michael28,unknown,90,4305,0.125
sherylmartin,unknown,67,1371,0.1053
kstrong,unknown,10,8609,0.1053
davidcole,unknown,56,775,0.1429
tylerbrooks,unknown,56,397,0.0769
jclark,unknown,7,9459,0.1333
davidshepherd,unknown,1,9189,0.1111
pwebster,unknown,78,6820,0.1111
scottjeffrey,unknown,56,7293,0.1429
laura92,unknown,12,3719,0.1176
sabrinajoseph,unknown,27,2645,0.125
zanthony,unknown,86,1910,0.0769
driley,unknown,76,9242,0.0833
kimberly92,unknown,14,9882,0.1176
suzanne93,unknown,4,8530,0.1111
robinsmith,unknown,70,7784,0.0833
abigailkhan,unknown,71,744,0.0769
lindagarcia,unknown,9,4550,0.1
williamsgabrielle,unknown,61,3448,0.1429
jeffrey40,unknown,44,9819,0.0909
swatson,unknown,11,1643,0.0833
eileen84,unknown,18,6834,0.1111
richardjohnson,unknown,93,2146,0.1053
fhanson,unknown,95,237,0.1333
richardrichardson,unknown,41,5233,0.1053
michelle71,unknown,3,3212,0.087
sergio08,unknown,41,9031,0.1053
jessicagolden,unknown,59,3634,0.0769
csimpson,unknown,49,3788,0.08
maria90,unknown,2,9508,0.1538
andrewstodd,unknown,16,8072,0.0833
natalie12,unknown,6,27,0.0769
egolden,unknown,95,1397,0.1
mramos,unknown,80,1917,0.125
taylorlaura,unknown,38,464,0.1154
sara41,unknown,37,7707,0.0909
william38,unknown,80,1017,0.1667
roger45,unknown,69,4589,0.1667
ureed,unknown,46,2031,0.08
warrensamantha,unknown,97,6423,0.1053
amy43,unknown,20,5923,0.1176
michelle30,unknown,65,2236,0.1053
nicholaswalsh,unknown,60,4454,0.125
michelle80,unknown,28,4125,0.1053
ashleymaria,unknown,70,161,0.1429
hernandeznancy,unknown,59,194,0.0769
nicholastaylor,unknown,65,3522,0.1333
gabriellepatrick,unknown,64,3976,0.1
loridoyle,unknown,52,5066,0.1333
catherine25,unknown,93,5742,0.0769
taylor17,unknown,20,8759,0.1429
kimberly50,unknown,28,1648,0.0909
laurashea,unknown,19,355,0.0952
ohaynes,unknown,80,4766,0.1111
kpatel,unknown,44,7945,0.1111
alexandracarter,unknown,18,2155,0.1176
johnwilson,unknown,27,1636,0.1176
sruiz,unknown,52,8055,0.0769
shoffman,unknown,64,9377,0.1
karenmoody,unknown,37,159,0.1111
rogersjonathan,unknown,7,1754,0.1429
bgoodwin,unknown,39,1084,0.1875
roberttucker,unknown,94,866,0.1111
nelsonlaurie,unknown,39,4827,0.1111
gespinoza,unknown,71,4839,0.1111
maria74,unknown,7,7968,0.1333
paige11,unknown,41,6597,0.1111
ljimenez,unknown,87,2251,0.1111
ihall,unknown,94,5668,0.0667
nlewis,unknown,45,4347,0.087
paustin,unknown,58,9254,0.0714
deborahwhite,unknown,48,644,0.0833
michaelcastaneda,unknown,5,8156,0.1053
thomas48,unknown,48,2302,0.1429
ashleycole,unknown,80,8038,0.0769
elizabeth26,unknown,98,6064,0.1765
davidjanet,unknown,75,4682,0.1053
parkjesus,unknown,47,1624,0.0833
davidbarker,unknown,52,8815,0.1111
lisa56,unknown,59,3630,0.125
richard00,unknown,13,3600,0.1176
reiddeanna,unknown,60,5735,0.1333
lturner,unknown,36,1642,0.1429
zbautista,unknown,31,3029,0.1111
fkramer,unknown,29,5930,0.1875
crodriguez,unknown,59,8199,0.0833
mollyowens,unknown,89,3890,0.0714
zjackson,unknown,54,5473,0.0909
gonzalezkristina,unknown,46,4556,0.0769
bonnie82,unknown,76,6680,0.0952
donald70,unknown,1,2449,0.1
njenkins,unknown,88,4905,0.1667
stephensonandrea,unknown,36,5748,0.1429
jennifer44,unknown,75,7903,0.1818
williambailey,unknown,73,7558,0.087
george21,unknown,3,4744,0.0833
uhall,unknown,54,8039,0.1053
stephanie57,unknown,100,8070,0.1333
amy08,unknown,35,9731,0.0909
paulahughes,unknown,48,4699,0.0714
susanrobertson,unknown,47,4842,0.1
michael11,unknown,19,939,0.125
holdencharles,unknown,25,5193,0.1579
hudsonhannah,unknown,90,5622,0.0833
lisabarnes,unknown,47,536,0.3333
rangelmeghan,unknown,59,5080,0.1304
matthewbowers,unknown,82,6352,0.129
virginiasmith,unknown,45,8388,0.0714
baileydaniel,unknown,92,9776,0.1176
laceybowen,unknown,54,8818,0.0909
hannah04,unknown,25,3328,0.1071
peter50,unknown,0,1615,0.1053
ymoreno,unknown,66,3446,0.0769
douglas27,unknown,59,3303,0.0833
maria85,unknown,26,2505,0.1111
mercerlisa,unknown,75,1286,0.125
gordonjimmy,unknown,31,8371,0.1053
thomashenderson,unknown,82,3709,0.1538
stephencarpenter,unknown,54,351,0.125
georgebradford,unknown,80,5259,0.0769
fbond,unknown,94,3820,0.1
dianemendoza,unknown,61,4012,0.0909
aliciahorton,unknown,22,8457,0.125
ramirezkevin,unknown,56,1028,0.125
franklinchristina,unknown,37,6982,0.1111
edavid,unknown,89,5024,0.1111
daviesmichelle,unknown,10,8803,0.0769
gary65,unknown,22,6649,0.0833
stephaniewilliamson,unknown,66,752,0.1429
imendez,unknown,36,2816,0.1176
fphillips,unknown,72,5755,0.1333
terrymills,unknown,61,5323,0.0769
robinwright,unknown,18,530,0.0909
collinsbonnie,unknown,60,5717,0.125
carteramber,unknown,94,9642,0.1
tcooper,unknown,43,1284,0.1053
benjamin02,unknown,95,6905,0.1333
lauracurtis,unknown,37,9389,0.1
vickigarcia,unknown,52,2382,0.125
derrickwilliams,unknown,14,9062,0.1053
jonathan94,unknown,19,5332,0.1538
evansandrea,unknown,3,2990,0.1538
madisonmcdonald,unknown,22,1297,0.0769
buckleylinda,unknown,49,5312,0.1429
fowlerchristopher,unknown,79,1900,0.1429
raven60,unknown,63,2426,0.0741
zprice,unknown,4,4260,0.1429
thendrix,unknown,75,8116,0.0909
michelle73,unknown,74,2234,0.1111
nicholsbilly,unknown,22,3600,0.0833
stucker,unknown,37,3725,0.125
wpark,unknown,59,4193,0.1176
candace39,unknown,29,9954,0.0667
gibsonshannon,unknown,88,6589,0.0714
butleralexander,unknown,79,245,0.0833
jessica42,unknown,22,2403,0.1053
laurareed,unknown,72,2007,0.1875
guerradiane,unknown,14,980,0.0833
hornsteven,unknown,90,3620,0.1176
maryyork,unknown,42,7246,0.1111
vthomas,unknown,7,4854,0.125
randrade,unknown,18,814,0.1111
yscott,unknown,46,2250,0.0909
thompsonjoanna,unknown,18,3241,0.0909
weeksevan,unknown,71,5676,0.1364
iperez,unknown,89,4514,0.1176
gonzalescynthia,unknown,55,7421,0.1333
angelicamathews,unknown,75,2473,0.1333
ewarner,unknown,33,5308,0.0909
sharongallagher,unknown,23,4214,0.0833
logan93,unknown,88,7815,0.1176
colebeth,unknown,58,6533,0.08
piercetodd,unknown,29,6239,0.0909
aalvarez,unknown,31,6286,0.0909
kgomez,unknown,49,3404,0.0769
johnsoncindy,unknown,65,5957,0.0625
christinajohnson,unknown,40,848,0.1
chad59,unknown,14,2240,0.1
rhondaflynn,unknown,41,6583,0.0833
jamesbrown,unknown,84,454,0.1818
oscar78,unknown,43,7170,0.1053
graveslouis,unknown,85,3670,0.0667
janethill,unknown,80,8021,0.0833
tholloway,unknown,82,9902,0.0833
mariahjones,unknown,49,7061,0.1111
ispears,unknown,46,7861,0.0769
sullivantraci,unknown,87,1975,0.1111
osbornemckenzie,unknown,53,5083,0.12
amykent,unknown,85,6916,0.1429
katie87,unknown,39,1348,0.1176
stevenyoung,unknown,93,5441,0.0667
karenbrown,unknown,63,3731,0.0833
darrellrobles,unknown,88,657,0.0909
lorimaldonado,unknown,10,497,0.0882
paguirre,unknown,94,7239,0.1875
huntjennifer,unknown,55,9983,0.1667
vjimenez,unknown,29,6166,0.087
weisssabrina,unknown,76,2678,0.1176
gregory18,unknown,42,7109,0.0909
josephcarter,unknown,53,2248,0.2222
cbailey,unknown,49,3560,0.1176
marvinfreeman,unknown,60,8304,0.1875
john31,unknown,53,6924,0.0741
catherineholt,unknown,21,8409,0.1053
thodges,unknown,11,2597,0.0769
ncrawford,unknown,37,5718,0.0714
petersonzachary,unknown,100,1047,0.1333
cynthiaperry,unknown,97,1780,0.1176
reginajames,unknown,65,2867,0.1429
simonmargaret,unknown,78,605,0.0769
alexis25,unknown,67,9979,0.0909
nataliemorris,unknown,45,174,0.1333
brendandonaldson,unknown,59,4182,0.1
yfisher,unknown,41,4874,0.1053
michellehenry,unknown,56,8921,0.0833
lindseydoyle,unknown,44,6026,0.1579
ksandoval,unknown,79,809,0.0909
zhawkins,unknown,26,3340,0.1429
lauraolsen,unknown,36,1359,0.2222
jjohnson,unknown,71,4146,0.1333
brittany82,unknown,73,1813,0.087
dwoods,unknown,55,9440,0.0769
lowerysamuel,unknown,94,302,0.1429
benjamin21,unknown,76,3588,0.1053
williamssarah,unknown,11,3991,0.125
greeneanthony,unknown,81,2219,0.1
cunninghamjason,unknown,74,4458,0.1333
davidholmes,unknown,2,1360,0.1333
clang,unknown,70,1194,0.1667
qsanders,unknown,35,6534,0.1176
frances44,unknown,27,4206,0.1176
kwatts,unknown,49,4817,0.125
xrodriguez,unknown,3,1727,0.0952
amy51,unknown,82,1033,0.0952
oharvey,unknown,63,7622,0.0833
nicholas69,unknown,27,3109,0.0909
johnsonwilliam,unknown,91,9050,0.1765
zimmermansarah,unknown,34,4691,0.1176
jeremy71,unknown,13,9780,0.0714
sarah82,unknown,22,8153,0.1053
woodsleah,unknown,95,4081,0.0909
troy23,unknown,97,3052,0.0833
dorisli,unknown,22,8263,0.0833
joycematthew,unknown,12,4808,0.1429
pittmantristan,unknown,50,8539,0.1053
scottgeorge,unknown,74,8664,0.0833
skline,unknown,38,2164,0.1111
abrady,unknown,22,6196,0.1111
markgonzalez,unknown,24,7316,0.1538
jacqueline17,unknown,59,6684,0.1333
natkinson,unknown,49,7062,0.0741
hhuang,unknown,8,2437,0.1053
aprilramirez,unknown,22,257,0.0833
james90,unknown,94,6644,0.1
lindsay85,unknown,44,5964,0.1
cdixon,unknown,65,1439,0.125
elainetaylor,unknown,18,8741,0.1538
mccarthyjoseph,unknown,78,6163,0.1
brenda04,unknown,38,9431,0.0909
qperez,unknown,93,7751,0.087
xflores,unknown,23,3176,0.1111
joseph72,unknown,86,9538,0.1176
carolynwright,unknown,73,9408,0.1
thomas84,unknown,99,2936,0.0833
andrea43,unknown,99,4125,0.1
zacharythompson,unknown,20,1369,0.1111
madisonsmith,unknown,84,6145,0.1538
turnerkatherine,unknown,82,2120,0.0625
davismelissa,unknown,12,1549,0.1429
jwise,unknown,72,4017,0.1
amandaeaton,unknown,77,3594,0.1429
brian83,unknown,70,2105,0.1111
uandrews,unknown,17,4426,0.1111
deborah31,unknown,94,9688,0.1333
floressara,unknown,52,3940,0.087
andreasmith,unknown,14,8083,0.0769
lanealexander,unknown,69,3639,0.0833
nhale,unknown,18,7833,0.0769
scott99,unknown,51,3713,0.1176
frenchjennifer,unknown,18,8328,0.1429
dprice,unknown,92,4018,0.1364
zperez,unknown,95,1651,0.125
lawsonalicia,unknown,55,2671,0.1111
jody89,unknown,87,6687,0.08
lawrencejimenez,unknown,13,3117,0.1053
daniel87,unknown,15,6588,0.1111
jennifermathis,unknown,52,9130,0.1
cmcmahon,unknown,3,7715,0.15
umcdaniel,unknown,99,2047,0.0769
darrelllambert,unknown,48,9823,0.125
kimberlycastro,unknown,76,3369,0.1
saracampbell,unknown,46,3811,0.08
jessicathomas,unknown,98,2586,0.08
olong,unknown,7,5781,0.1538
washingtonnicole,unknown,33,2039,0.125
adam95,unknown,83,1185,0.1304
donna70,unknown,68,9168,0.1818
brandycarson,unknown,33,2885,0.1053
kenneth42,unknown,6,3247,0.1667
ambernorman,unknown,51,2094,0.1429
halllinda,unknown,59,7768,0.0909
qmcintosh,unknown,44,2332,0.1111
xgamble,unknown,44,8075,0.1053
stephen83,unknown,73,2725,0.1429
tinapatterson,unknown,24,975,0.1
angelagray,unknown,35,8446,0.0667
lancelee,unknown,3,7064,0.1111
gedwards,unknown,10,6924,0.1667
rharmon,unknown,31,3947,0.0909
leerobert,unknown,90,6981,0.1875
johnsonjeffery,unknown,37,5852,0.1111
barbaracampbell,unknown,40,9124,0.1176
smithdenise,unknown,25,3171,0.1053
castillorebecca,unknown,100,8503,0.125
patrickchapman,unknown,78,7798,0.1176
kyoung,unknown,3,7626,0.1176
hollandthomas,unknown,88,1888,0.0833
james65,unknown,34,6158,0.125
maldonadoyvette,unknown,93,4591,0.1818
walterdavid,unknown,82,2668,0.1
sydney73,unknown,63,1581,0.0769
sfarrell,unknown,39,6774,0.1176
nancykim,unknown,3,1031,0.0833
kburton,unknown,92,2313,0.1429
jgonzales,unknown,85,4145,0.1111
lynn42,unknown,60,9083,0.1111
coopermargaret,unknown,27,1360,0.1111
madeline82,unknown,90,2740,0.1053
williamsjason,unknown,69,3063,0.1
amanda35,unknown,100,1776,0.125
walkerdavid,unknown,72,1123,0.1538
samantha10,unknown,80,255,0.1
barryrojas,unknown,77,8674,0.0714
jacksonmaria,unknown,85,170,0.1176
natashahinton,unknown,24,6024,0.087
mariafernandez,unknown,26,6210,0.1111
melissa95,unknown,91,9781,0.0769
scott80,unknown,0,4404,0.1053
lewiscaitlin,unknown,32,4222,0.087
kaitlingilbert,unknown,85,428,0.2
ubright,unknown,39,9508,0.0833
gwendolynfisher,unknown,8,5227,0.1
kelleywilliam,unknown,77,2535,0.0769
pmclaughlin,unknown,94,2741,0.087
sarah03,unknown,68,6332,0.1667
goodwinmark,unknown,52,369,0.1053
veronicaguzman,unknown,62,4189,0.0769
sharon20,unknown,87,6867,0.1111
ahayes,unknown,10,1851,0.0833
sheppardsarah,unknown,44,8565,0.0769
margaretwilliams,unknown,26,2449,0.1364
courtneystuart,unknown,1,2146,0.1667
amyers,unknown,97,2096,0.1
jacksonlori,unknown,25,5796,0.1053
allisonsteven,unknown,24,7514,0.1
mcleanelijah,unknown,54,3311,0.125
jonesrebekah,unknown,6,4320,0.1176
huffjacob,unknown,89,4481,0.0741
steven02,unknown,14,3036,0.1111
ispence,unknown,78,3236,0.0714
larry87,unknown,28,7135,0.0909
carolinejones,unknown,44,2511,0.1176
terryadam,unknown,89,4967,0.125
barnesjeremy,unknown,1,1114,0.1
blakesteele,unknown,76,8774,0.1053
mullinsbenjamin,unknown,80,3922,0.0714
christopher77,unknown,50,3220,0.125
ariel96,unknown,52,9676,0.1
millerchad,unknown,46,7893,0.0645
isaiahsmith,unknown,46,7096,0.1333
scottjohnson,unknown,22,500,0.1
rzamora,unknown,23,3631,0.0769
raven65,unknown,81,1736,0.0833
christina67,unknown,80,5648,0.0769
jodi53,unknown,22,2944,0.0833
danielmiller,unknown,9,7282,0.1429
ocarney,unknown,59,7108,0.1
danamayer,unknown,29,3812,0.0909
samuel03,unknown,64,5564,0.1111
youngdaniel,unknown,39,2751,0.1176
hbennett,unknown,96,5201,0.1111
wagnerjames,unknown,5,2992,0.1176
anthony94,unknown,73,7159,0.1364
eddie76,unknown,72,7551,0.1667
carpenterrichard,unknown,91,9024,0.0769
ktucker,unknown,12,2531,0.1
cmaldonado,unknown,47,5132,0.125
medwards,unknown,7,1162,0.0909
reedjermaine,unknown,71,2407,0.0714
richard46,unknown,14,7153,0.125
xnguyen,unknown,96,6819,0.1053
uhenderson,unknown,3,7170,0.0952
vschneider,unknown,40,7929,0.1053
riverarobert,unknown,2,2399,0.0769
lramos,unknown,62,4071,0.1667
lshort,unknown,93,3575,0.1176
jamesramirez,unknown,93,2273,0.0769
lynnchristopher,unknown,93,2297,0.1667
derrickcox,unknown,7,1540,0.0833
alyssa87,unknown,43,991,0.1111
vcampbell,unknown,8,2405,0.1053
robert57,unknown,100,4701,0.0833
smithluis,unknown,80,4752,0.1053
jillianwilson,unknown,68,3320,0.1111
elizabeth31,unknown,44,7879,0.125
jwoodard,unknown,4,218,0.1111
courtneyrobinson,unknown,65,1932,0.0714
crawfordglenn,unknown,94,6198,0.1
bobbywalker,unknown,2,2155,0.0952
daniellehooper,unknown,15,2724,0.0952
adamsgina,unknown,24,9954,0.1111
qcaldwell,unknown,25,7304,0.1429
dorispreston,unknown,18,8265,0.125
ocurry,unknown,63,5316,0.0714
jerry36,unknown,29,1535,0.1111
smithsandra,unknown,77,7590,0.1538
smiller,unknown,34,4203,0.1538
jamesnichols,unknown,82,6559,0.1
vyork,unknown,37,1215,0.125
kconley,unknown,6,1769,0.0833
brianbarrera,unknown,0,1548,0.1
ocross,unknown,49,3041,0.0833
gneal,unknown,52,5146,0.0714
cabreradesiree,unknown,37,4148,0.0833
jeremy93,unknown,17,3713,0.0667
millererica,unknown,69,2436,0.0952
lauren93,unknown,40,8021,0.1053
douglasmichelle,unknown,46,8289,0.1538
briannawilliams,unknown,96,853,0.0714
chasenicole,unknown,55,8194,0.0625
aliciajohnston,unknown,63,4919,0.0909
whitebrian,unknown,26,3263,0.0952
gsanders,unknown,85,2365,0.1333
holly05,unknown,64,7108,0.1
jackroberts,unknown,8,7706,0.125
inelson,unknown,6,7738,0.1667
rebecca29,unknown,63,3349,0.087
heather99,unknown,38,4662,0.1111
wgordon,unknown,67,9274,0.1579
millerjohn,unknown,44,1565,0.125
ohughes,unknown,3,2207,0.125
suzannefarley,unknown,48,7894,0.087
mpeterson,unknown,4,8232,0.1
robyn05,unknown,28,7892,0.1111
elijahsoto,unknown,1,9672,0.0769
pattyrogers,unknown,67,5823,0.1176
steinjoshua,unknown,63,8830,0.087
opeters,unknown,19,4517,0.1176
marissa42,unknown,29,8249,0.0952
jamesfranco,unknown,19,3082,0.0909
lindseycameron,unknown,3,2826,0.0667
matthewwalsh,unknown,51,9142,0.1667
jcook,unknown,13,7726,0.1538
martinnicholas,unknown,97,8371,0.1333
willie81,unknown,94,298,0.1333
youngalicia,unknown,49,7932,0.1111
stewartjoshua,unknown,61,2725,0.1429
huertakathy,unknown,26,240,0.0667
christine89,unknown,21,2649,0.0833
mario53,unknown,40,868,0.1111
michellemoore,unknown,27,2430,0.0909
brookssean,unknown,71,7310,0.087
hudsonjodi,unknown,99,4334,0.1111
blaketodd,unknown,90,1933,0.0909
strongalyssa,unknown,79,8530,0.0909
soliselizabeth,unknown,53,6981,0.1053
jonathan88,unknown,7,8530,0.0909
thomascarlos,unknown,43,1340,0.0909
jacobharrison,unknown,18,2367,0.1765
brianflores,unknown,50,937,0.1176
brandtcrystal,unknown,19,2295,0.0769
wellsstacy,unknown,100,3996,0.0909
peggyhuynh,unknown,29,3291,0.0909
gerald67,unknown,82,4489,0.0714
kylelopez,unknown,80,5494,0.0769
leecharles,unknown,72,343,0.0909
nicole06,unknown,74,2732,0.0833
smorrison,unknown,75,5362,0.1818
kenneth59,unknown,42,6094,0.0909
pruitttimothy,unknown,27,4655,0.125
caitlinlong,unknown,95,6083,0.1071
jonescynthia,unknown,32,8728,0.1429
gregorymiller,unknown,64,7185,0.1111
ayalajamie,unknown,50,3496,0.1
rangelbruce,unknown,25,5007,0.0952
fowlergeorge,unknown,48,875,0.1034
smithbeverly,unknown,0,3337,0.125
tpeters,unknown,11,5639,0.1429
allenjohn,unknown,83,7021,0.1111
brooke93,unknown,33,6855,0.1
ebrown,unknown,37,7349,0.1053
nicholasvasquez,unknown,79,2454,0.08
willisfelicia,unknown,23,947,0.0667
anne54,unknown,65,4738,0.1429
robertcook,unknown,0,2849,0.0667
